ID,分类结果
8010187.0,0.0
8010188.0,0.0
8010190.0,0.0
8010191.0,0.0
8010192.0,0.0
8010194.0,0.0
8010196.0,0.0
8010197.0,1.0
8010200.0,0.0
8010201.0,0.0
8010202.0,0.0
8010203.0,0.0
8010204.0,0.0
8010205.0,0.0
8010206.0,0.0
8010207.0,0.0
8010208.0,1.0
8010210.0,0.0
8010211.0,0.0
8010212.0,1.0
8010215.0,0.0
8010217.0,0.0
8010219.0,0.0
8010220.0,0.0
8010221.0,1.0
8010222.0,0.0
8010223.0,0.0
8010224.0,0.0
8010227.0,0.0
8010231.0,0.0
8010232.0,0.0
8010233.0,1.0
8010234.0,1.0
8010236.0,0.0
8010239.0,1.0
8010240.0,0.0
8010241.0,0.0
8010243.0,1.0
8010244.0,0.0
8010245.0,1.0
8010246.0,0.0
8010247.0,0.0
8010248.0,1.0
8010251.0,1.0
8010252.0,1.0
8010253.0,0.0
8010254.0,1.0
8010255.0,1.0
8010260.0,0.0
8010261.0,0.0
8010262.0,0.0
8010263.0,0.0
8010264.0,0.0
8010266.0,0.0
8010267.0,0.0
8010270.0,0.0
8010271.0,0.0
8010272.0,1.0
8010273.0,0.0
8010274.0,0.0
8010276.0,0.0
8010277.0,0.0
8010278.0,0.0
8010279.0,1.0
8010280.0,0.0
8010281.0,0.0
8010283.0,1.0
8010284.0,1.0
8010286.0,1.0
8010287.0,1.0
8010288.0,1.0
8010291.0,0.0
8010292.0,0.0
8010298.0,0.0
8010299.0,0.0
8010300.0,0.0
8010303.0,0.0
8010305.0,0.0
8010306.0,1.0
8010308.0,0.0
8010309.0,0.0
8010310.0,0.0
8010311.0,0.0
8010312.0,1.0
8010316.0,1.0
8010317.0,0.0
8010318.0,0.0
8010320.0,0.0
8010321.0,1.0
8010322.0,1.0
8010323.0,0.0
8010324.0,1.0
8010327.0,0.0
8010329.0,0.0
8010332.0,0.0
8010333.0,0.0
8010336.0,1.0
8010338.0,0.0
8010339.0,1.0
8010340.0,0.0
8010341.0,0.0
8010342.0,0.0
8010345.0,0.0
8010346.0,0.0
8010347.0,1.0
8010348.0,0.0
8010351.0,0.0
8010352.0,1.0
8010353.0,1.0
8010354.0,0.0
8010355.0,0.0
8010356.0,0.0
8010357.0,0.0
8010358.0,0.0
8010360.0,0.0
8010361.0,0.0
8010362.0,0.0
8010363.0,0.0
8010364.0,0.0
8010365.0,0.0
8010366.0,0.0
8010368.0,1.0
8010370.0,0.0
8010371.0,0.0
8010372.0,1.0
8010373.0,0.0
8010375.0,1.0
8010376.0,0.0
8010379.0,0.0
8010380.0,0.0
8010381.0,0.0
8010382.0,0.0
8010383.0,0.0
8010386.0,0.0
8010387.0,0.0
8010388.0,0.0
8010389.0,0.0
8010390.0,0.0
8010391.0,0.0
8010392.0,0.0
8010393.0,0.0
8010394.0,1.0
8010395.0,1.0
8010397.0,0.0
8010398.0,0.0
8010400.0,0.0
8010401.0,1.0
8010403.0,1.0
8010404.0,0.0
8010405.0,1.0
8010406.0,0.0
8010407.0,0.0
8010408.0,0.0
8010409.0,0.0
8010410.0,1.0
8010411.0,1.0
8010412.0,1.0
8010414.0,0.0
8010416.0,0.0
8010418.0,0.0
8010419.0,0.0
8010421.0,0.0
8010423.0,1.0
8010424.0,0.0
8010425.0,0.0
8010427.0,0.0
8010428.0,1.0
8010430.0,0.0
8010431.0,0.0
8010432.0,1.0
8010435.0,0.0
8010436.0,1.0
8010437.0,0.0
8010439.0,1.0
8010445.0,0.0
8010446.0,1.0
8010447.0,0.0
8010448.0,0.0
8010450.0,0.0
8010452.0,0.0
8010453.0,0.0
8010454.0,0.0
8010455.0,0.0
8010456.0,1.0
8010457.0,0.0
8010459.0,1.0
8010460.0,0.0
8010461.0,0.0
8010462.0,0.0
8010463.0,0.0
8010466.0,0.0
8010467.0,0.0
8010468.0,1.0
8010469.0,0.0
8010472.0,0.0
8010474.0,1.0
8010475.0,0.0
8010477.0,1.0
8010478.0,0.0
8010479.0,0.0
8010480.0,0.0
8010483.0,0.0
8010485.0,0.0
8010487.0,1.0
8010488.0,0.0
8010489.0,0.0
8010490.0,0.0
8010491.0,1.0
8010493.0,0.0
8010496.0,1.0
8010497.0,0.0
8010498.0,0.0
8010499.0,1.0
8010500.0,0.0
8010501.0,0.0
8010502.0,1.0
8010503.0,0.0
8010504.0,0.0
8010507.0,0.0
8010508.0,0.0
8010509.0,0.0
8010510.0,0.0
8010511.0,1.0
8010512.0,0.0
8010516.0,0.0
8010519.0,1.0
8010520.0,1.0
8010521.0,0.0
8010524.0,0.0
8010525.0,0.0
8010526.0,1.0
8010527.0,1.0
8010528.0,0.0
8010530.0,0.0
8010532.0,0.0
8010533.0,0.0
8010534.0,0.0
8010535.0,1.0
8010536.0,1.0
8010538.0,1.0
8010539.0,0.0
8010540.0,1.0
8010541.0,0.0
8010542.0,0.0
8010544.0,1.0
8010545.0,0.0
8010547.0,0.0
8010551.0,0.0
8010555.0,0.0
8010556.0,1.0
8010558.0,0.0
8010559.0,0.0
8010560.0,0.0
8010561.0,1.0
8010562.0,0.0
8010563.0,0.0
8010567.0,0.0
8010568.0,0.0
8010570.0,0.0
8010571.0,0.0
8010572.0,0.0
8010573.0,0.0
8010574.0,0.0
8010575.0,0.0
8010577.0,0.0
8010579.0,0.0
8010580.0,1.0
8010581.0,0.0
8010583.0,0.0
8010584.0,0.0
8010585.0,1.0
8010586.0,0.0
8010587.0,1.0
8010588.0,0.0
8010590.0,1.0
8010593.0,0.0
8010595.0,0.0
8010598.0,1.0
8010599.0,0.0
8010602.0,1.0
8010604.0,0.0
8010605.0,0.0
8010607.0,0.0
8010608.0,1.0
8010610.0,0.0
8010614.0,1.0
8010615.0,0.0
8010616.0,0.0
8010617.0,0.0
8010620.0,0.0
8010621.0,0.0
8010622.0,1.0
8010623.0,0.0
8010624.0,1.0
8010625.0,1.0
8010628.0,0.0
8010629.0,0.0
8010631.0,1.0
8010632.0,0.0
8010635.0,0.0
8010638.0,0.0
8010639.0,0.0
8010643.0,1.0
8010644.0,0.0
8010645.0,0.0
8010646.0,0.0
8010647.0,0.0
8010649.0,0.0
8010650.0,0.0
8010651.0,0.0
8010652.0,0.0
8010653.0,1.0
8010655.0,0.0
8010656.0,0.0
8010657.0,1.0
8010661.0,0.0
8010664.0,0.0
8010665.0,0.0
8010667.0,0.0
8010669.0,1.0
8010671.0,0.0
8010672.0,0.0
8010673.0,1.0
8010674.0,0.0
8010675.0,0.0
8010676.0,1.0
8010677.0,1.0
8010678.0,1.0
8010680.0,0.0
8010681.0,0.0
8010682.0,0.0
8010683.0,0.0
8010684.0,0.0
8010685.0,0.0
8010686.0,0.0
8010687.0,0.0
8010688.0,1.0
8010689.0,1.0
8010690.0,1.0
8010691.0,1.0
8010692.0,0.0
8010693.0,0.0
8010694.0,0.0
8010696.0,0.0
8010697.0,0.0
8010700.0,0.0
8010701.0,0.0
8010703.0,0.0
8010706.0,0.0
8010707.0,0.0
8010709.0,0.0
8010710.0,0.0
8010711.0,0.0
8010712.0,0.0
8010713.0,0.0
8010715.0,1.0
8010718.0,1.0
8010720.0,0.0
8010721.0,0.0
8010722.0,0.0
8010723.0,0.0
8010724.0,0.0
8010725.0,0.0
8010727.0,0.0
8010728.0,0.0
8010730.0,0.0
8010732.0,0.0
8010733.0,1.0
8010736.0,1.0
8010737.0,0.0
8010738.0,0.0
8010741.0,0.0
8010742.0,1.0
8010743.0,1.0
8010746.0,0.0
8010747.0,1.0
8010750.0,0.0
8010753.0,0.0
8010755.0,0.0
8010756.0,1.0
8010758.0,0.0
8010759.0,0.0
8010760.0,0.0
8010761.0,0.0
8010762.0,0.0
8010763.0,0.0
8010768.0,0.0
8010770.0,0.0
8010771.0,0.0
8010773.0,0.0
8010774.0,0.0
8010775.0,0.0
8010776.0,0.0
8010778.0,1.0
8010779.0,1.0
8010780.0,0.0
8010781.0,0.0
8010783.0,0.0
8010784.0,0.0
8010788.0,0.0
8010793.0,0.0
8010794.0,0.0
8010798.0,1.0
8010801.0,0.0
8010802.0,1.0
8010803.0,0.0
8010804.0,0.0
8010805.0,0.0
8010807.0,0.0
8010810.0,0.0
8010811.0,0.0
8010812.0,1.0
8010813.0,0.0
8010814.0,0.0
8010816.0,1.0
8010817.0,0.0
8010818.0,0.0
8010819.0,0.0
8010820.0,0.0
8010821.0,0.0
8010823.0,1.0
8010824.0,0.0
8010826.0,1.0
8010827.0,1.0
8010828.0,1.0
8010829.0,0.0
8010830.0,1.0
8010832.0,1.0
8010836.0,0.0
8010837.0,0.0
8010838.0,0.0
8010839.0,1.0
8010840.0,0.0
8010846.0,0.0
8010848.0,0.0
8010851.0,0.0
8010852.0,1.0
8010853.0,0.0
8010854.0,0.0
8010855.0,1.0
8010856.0,0.0
8010858.0,0.0
8010859.0,1.0
8010862.0,1.0
8010864.0,0.0
8010865.0,1.0
8010866.0,0.0
8010869.0,0.0
8010871.0,0.0
8010872.0,0.0
8010873.0,0.0
8010874.0,1.0
8010876.0,0.0
8010877.0,0.0
8010878.0,1.0
8010879.0,0.0
8010880.0,0.0
8010881.0,0.0
8010886.0,1.0
8010889.0,0.0
8010890.0,0.0
8010892.0,1.0
8010893.0,0.0
8010895.0,0.0
8010896.0,0.0
8010897.0,0.0
8010899.0,1.0
8010901.0,0.0
8010902.0,0.0
8010905.0,0.0
8010906.0,0.0
8010907.0,0.0
8010908.0,0.0
8010909.0,1.0
8010910.0,1.0
8010911.0,1.0
8010912.0,0.0
8010913.0,0.0
8010914.0,0.0
8010915.0,1.0
8010916.0,0.0
8010917.0,0.0
8010918.0,0.0
8010919.0,0.0
8010920.0,0.0
8010921.0,0.0
8010923.0,1.0
8010924.0,0.0
8010925.0,0.0
8010926.0,0.0
8010927.0,0.0
8010928.0,1.0
8010931.0,0.0
8010932.0,1.0
8010934.0,0.0
8010935.0,0.0
8010936.0,0.0
8010937.0,0.0
8010938.0,0.0
8010939.0,0.0
8010940.0,0.0
8010941.0,0.0
8010943.0,0.0
8010945.0,1.0
8010947.0,0.0
8010948.0,0.0
8010950.0,0.0
8010952.0,0.0
8010953.0,0.0
8010954.0,0.0
8010956.0,0.0
8010958.0,1.0
8010959.0,1.0
8010960.0,0.0
8010963.0,0.0
8010964.0,1.0
8010965.0,0.0
8010967.0,0.0
8010968.0,0.0
8010969.0,0.0
8010970.0,0.0
8010971.0,1.0
8010972.0,0.0
8010973.0,1.0
8010974.0,0.0
8010975.0,0.0
8010976.0,0.0
8010978.0,0.0
8010980.0,0.0
8010981.0,1.0
8010982.0,0.0
8010983.0,1.0
8010984.0,0.0
8010985.0,1.0
8010986.0,1.0
8010989.0,0.0
8010991.0,0.0
8010994.0,0.0
8010995.0,1.0
8010996.0,0.0
8010997.0,1.0
8010999.0,0.0
8011000.0,0.0
8011001.0,0.0
8011004.0,0.0
8011005.0,0.0
8011008.0,1.0
8011010.0,0.0
8011011.0,0.0
8011012.0,1.0
8011013.0,1.0
8011014.0,0.0
8011015.0,0.0
8011016.0,0.0
8011017.0,0.0
8011022.0,0.0
8011024.0,0.0
8011025.0,0.0
8011027.0,1.0
8011028.0,0.0
8011029.0,0.0
8011030.0,0.0
8011031.0,1.0
8011034.0,0.0
8011036.0,1.0
8011037.0,0.0
8011038.0,1.0
8011039.0,0.0
8011042.0,0.0
8011045.0,0.0
8011047.0,1.0
8011048.0,1.0
8011052.0,1.0
8011053.0,0.0
8011054.0,0.0
8011055.0,0.0
8011056.0,0.0
8011057.0,0.0
8011059.0,1.0
8011060.0,0.0
8011061.0,0.0
8011062.0,1.0
8011063.0,1.0
8011065.0,0.0
8011066.0,0.0
8011067.0,1.0
8011069.0,0.0
8011070.0,0.0
8011071.0,1.0
8011072.0,0.0
8011073.0,1.0
8011077.0,0.0
8011079.0,0.0
8011080.0,0.0
8011082.0,1.0
8011083.0,0.0
8011084.0,0.0
8011085.0,0.0
8011086.0,0.0
8011088.0,0.0
8011089.0,0.0
8011090.0,0.0
8011092.0,0.0
8011094.0,0.0
8011095.0,1.0
8011096.0,0.0
8011098.0,0.0
8011099.0,0.0
8011105.0,1.0
8011106.0,0.0
8011107.0,0.0
8011108.0,1.0
8011112.0,1.0
8011113.0,0.0
8011118.0,0.0
8011119.0,1.0
8011120.0,0.0
8011121.0,0.0
8011123.0,1.0
8011125.0,0.0
8011126.0,1.0
8011127.0,1.0
8011128.0,0.0
8011129.0,1.0
8011130.0,0.0
8011133.0,0.0
8011134.0,0.0
8011135.0,0.0
8011137.0,1.0
8011138.0,0.0
8011139.0,0.0
8011141.0,0.0
8011142.0,1.0
8011143.0,0.0
8011145.0,0.0
8011147.0,0.0
8011148.0,0.0
8011149.0,1.0
8011150.0,0.0
8011151.0,0.0
8011153.0,0.0
8011154.0,0.0
8011156.0,0.0
8011157.0,1.0
8011161.0,0.0
8011162.0,0.0
8011163.0,0.0
8011164.0,1.0
8011167.0,0.0
8011168.0,1.0
8011169.0,0.0
8011170.0,0.0
8011172.0,1.0
8011174.0,0.0
8011178.0,1.0
8011180.0,1.0
8011181.0,0.0
8011182.0,0.0
8011188.0,0.0
8011191.0,0.0
8011194.0,0.0
8011197.0,0.0
8011199.0,0.0
8011200.0,0.0
8011201.0,0.0
8011202.0,1.0
8011204.0,1.0
8011206.0,1.0
8011207.0,0.0
8011208.0,0.0
8011213.0,0.0
8011215.0,0.0
8011217.0,0.0
8011218.0,1.0
8011219.0,0.0
8011220.0,0.0
8011221.0,0.0
8011222.0,0.0
8011223.0,0.0
8011227.0,0.0
8011228.0,0.0
8011229.0,0.0
8011231.0,0.0
8011232.0,1.0
8011233.0,0.0
8011234.0,0.0
8011235.0,0.0
8011236.0,1.0
8011237.0,0.0
8011238.0,1.0
8011239.0,0.0
8011241.0,1.0
8011244.0,0.0
8011246.0,0.0
8011251.0,1.0
8011252.0,1.0
8011254.0,1.0
8011255.0,1.0
8011256.0,1.0
8011258.0,0.0
8011261.0,1.0
8011262.0,0.0
8011263.0,0.0
8011264.0,0.0
8011265.0,0.0
8011266.0,0.0
8011267.0,1.0
8011268.0,1.0
8011270.0,1.0
8011272.0,0.0
8011274.0,1.0
8011275.0,0.0
8011279.0,0.0
8011280.0,0.0
8011281.0,0.0
8011283.0,0.0
8011284.0,0.0
8011285.0,0.0
8011286.0,0.0
8011292.0,0.0
8011293.0,0.0
8011295.0,1.0
8011296.0,0.0
8011298.0,0.0
8011299.0,0.0
8011300.0,0.0
8011301.0,1.0
8011303.0,0.0
8011304.0,1.0
8011305.0,0.0
8011306.0,0.0
8011307.0,0.0
8011310.0,0.0
8011311.0,0.0
8011312.0,0.0
8011313.0,0.0
8011314.0,0.0
8011317.0,0.0
8011318.0,0.0
8011319.0,0.0
8011320.0,0.0
8011321.0,0.0
8011322.0,0.0
8011324.0,1.0
8011325.0,1.0
8011329.0,1.0
8011330.0,0.0
8011331.0,0.0
8011333.0,0.0
8011334.0,0.0
8011336.0,0.0
8011337.0,0.0
8011339.0,0.0
8011340.0,0.0
8011342.0,0.0
8011343.0,0.0
8011345.0,0.0
8011346.0,1.0
8011348.0,0.0
8011349.0,1.0
8011351.0,0.0
8011356.0,0.0
8011357.0,0.0
8011358.0,0.0
8011361.0,1.0
8011362.0,1.0
8011363.0,0.0
8011364.0,0.0
8011365.0,1.0
8011366.0,0.0
8011369.0,1.0
8011370.0,1.0
8011373.0,0.0
8011377.0,0.0
8011378.0,0.0
8011379.0,0.0
8011382.0,0.0
8011384.0,0.0
8011385.0,0.0
8011390.0,0.0
8011392.0,0.0
8011394.0,1.0
8011397.0,1.0
8011398.0,0.0
8011401.0,0.0
8011402.0,1.0
8011403.0,0.0
8011405.0,0.0
8011407.0,0.0
8011409.0,0.0
8011410.0,1.0
8011411.0,0.0
8011413.0,1.0
8011414.0,0.0
8011415.0,1.0
8011416.0,0.0
8011417.0,0.0
8011418.0,0.0
8011419.0,1.0
8011421.0,0.0
8011423.0,0.0
8011424.0,0.0
8011425.0,0.0
8011426.0,0.0
8011428.0,1.0
8011429.0,1.0
8011430.0,0.0
8011431.0,1.0
8011433.0,0.0
8011435.0,1.0
8011436.0,0.0
8011437.0,0.0
8011438.0,0.0
8011439.0,0.0
8011440.0,0.0
8011441.0,0.0
8011443.0,0.0
8011444.0,1.0
8011445.0,1.0
8011446.0,0.0
8011447.0,0.0
8011448.0,0.0
8011449.0,0.0
8011450.0,0.0
8011451.0,1.0
8011452.0,0.0
8011453.0,0.0
8011456.0,0.0
8011457.0,0.0
8011458.0,1.0
8011459.0,1.0
8011461.0,1.0
8011464.0,1.0
8011466.0,0.0
8011467.0,0.0
8011468.0,0.0
8011470.0,0.0
8011472.0,0.0
8011473.0,0.0
8011475.0,0.0
8011477.0,0.0
8011481.0,0.0
8011482.0,0.0
8011484.0,1.0
8011485.0,0.0
8011486.0,0.0
8011488.0,1.0
8011489.0,0.0
8011490.0,0.0
8011491.0,0.0
8011492.0,0.0
8011493.0,0.0
8011495.0,0.0
8011496.0,0.0
8011497.0,0.0
8011498.0,0.0
8011500.0,0.0
8011501.0,0.0
8011502.0,0.0
8011503.0,1.0
8011505.0,0.0
8011506.0,1.0
8011507.0,0.0
8011508.0,1.0
8011510.0,0.0
8011512.0,0.0
8011513.0,0.0
8011514.0,0.0
8011515.0,1.0
8011517.0,1.0
8011518.0,0.0
8011519.0,0.0
8011522.0,1.0
8011525.0,1.0
8011526.0,0.0
8011528.0,0.0
8011529.0,0.0
8011531.0,0.0
8011533.0,0.0
8011535.0,0.0
8011538.0,0.0
8011539.0,0.0
8011541.0,0.0
8011542.0,0.0
8011543.0,0.0
8011545.0,0.0
8011546.0,0.0
8011550.0,0.0
8011551.0,0.0
8011554.0,0.0
8011555.0,0.0
8011557.0,0.0
8011558.0,0.0
8011559.0,1.0
8011560.0,0.0
8011562.0,1.0
8011563.0,0.0
8011565.0,1.0
8011567.0,0.0
8011568.0,1.0
8011569.0,0.0
8011571.0,1.0
8011572.0,0.0
8011574.0,0.0
8011577.0,0.0
8011578.0,0.0
8011579.0,1.0
8011580.0,1.0
8011581.0,0.0
8011582.0,0.0
8011583.0,0.0
8011585.0,0.0
8011586.0,1.0
8011587.0,1.0
8011588.0,1.0
8011589.0,0.0
8011591.0,0.0
8011592.0,0.0
8011593.0,0.0
8011594.0,0.0
8011595.0,0.0
8011597.0,0.0
8011598.0,0.0
8011601.0,0.0
8011602.0,0.0
8011603.0,0.0
8011604.0,0.0
8011606.0,0.0
8011609.0,1.0
8011611.0,0.0
8011612.0,0.0
8011615.0,1.0
8011616.0,0.0
8011617.0,1.0
8011618.0,0.0
8011619.0,0.0
8011620.0,0.0
8011621.0,1.0
8011622.0,0.0
8011623.0,0.0
8011624.0,1.0
8011627.0,0.0
8011629.0,0.0
8011630.0,0.0
8011631.0,0.0
8011632.0,0.0
8011633.0,0.0
8011635.0,0.0
8011636.0,0.0
8011637.0,0.0
8011638.0,0.0
8011639.0,0.0
8011641.0,0.0
8011642.0,0.0
8011645.0,1.0
8011646.0,0.0
8011647.0,1.0
8011648.0,0.0
8011650.0,0.0
8011652.0,0.0
8011653.0,0.0
8011654.0,0.0
8011656.0,1.0
8011658.0,1.0
8011661.0,0.0
8011663.0,0.0
8011665.0,0.0
8011666.0,0.0
8011668.0,0.0
8011669.0,0.0
8011670.0,1.0
8011672.0,1.0
8011673.0,0.0
8011674.0,1.0
8011675.0,0.0
8011676.0,0.0
8011678.0,0.0
8011679.0,0.0
8011680.0,0.0
8011681.0,0.0
8011682.0,0.0
8011683.0,0.0
8011684.0,0.0
8011685.0,0.0
8011686.0,0.0
8011687.0,1.0
8011688.0,1.0
8011690.0,0.0
8011691.0,0.0
8011692.0,0.0
8011693.0,1.0
8011694.0,0.0
8011696.0,0.0
8011697.0,1.0
8011698.0,0.0
8011699.0,0.0
8011700.0,0.0
8011701.0,0.0
8011702.0,0.0
8011703.0,1.0
8011704.0,0.0
8011705.0,0.0
8011706.0,0.0
8011708.0,0.0
8011710.0,1.0
8011711.0,0.0
8011712.0,1.0
8011715.0,0.0
8011716.0,0.0
8011719.0,0.0
8011721.0,0.0
8011722.0,0.0
8011725.0,0.0
8011728.0,0.0
8011729.0,0.0
8011730.0,1.0
8011731.0,1.0
8011732.0,1.0
8011733.0,0.0
8011734.0,0.0
8011735.0,0.0
8011737.0,0.0
8011738.0,1.0
8011739.0,0.0
8011740.0,0.0
8011741.0,1.0
8011743.0,1.0
8011744.0,0.0
8011745.0,1.0
8011746.0,1.0
8011749.0,0.0
8011751.0,1.0
8011752.0,0.0
8011753.0,1.0
8011757.0,0.0
8011758.0,1.0
8011760.0,0.0
8011761.0,0.0
8011762.0,0.0
8011764.0,0.0
8011765.0,0.0
8011766.0,0.0
8011767.0,0.0
8011768.0,0.0
8011770.0,0.0
8011772.0,0.0
8011774.0,1.0
8011776.0,1.0
8011777.0,0.0
8011778.0,1.0
8011779.0,0.0
8011780.0,0.0
8011781.0,1.0
8011784.0,1.0
8011785.0,0.0
8011786.0,0.0
8011787.0,0.0
8011788.0,0.0
8011789.0,0.0
8011790.0,0.0
8011791.0,0.0
8011794.0,0.0
8011795.0,0.0
8011796.0,1.0
8011798.0,0.0
8011799.0,0.0
8011800.0,0.0
8011807.0,0.0
8011809.0,1.0
8011812.0,0.0
8011813.0,1.0
8011816.0,0.0
8011817.0,1.0
8011819.0,0.0
8011820.0,0.0
8011821.0,1.0
8011822.0,0.0
8011824.0,0.0
8011825.0,0.0
8011826.0,0.0
8011827.0,1.0
8011829.0,0.0
8011831.0,1.0
8011832.0,0.0
8011837.0,1.0
8011842.0,0.0
8011843.0,0.0
8011844.0,1.0
8011845.0,1.0
8011846.0,0.0
8011847.0,0.0
8011848.0,1.0
8011849.0,0.0
8011850.0,1.0
8011851.0,0.0
8011852.0,0.0
8011854.0,0.0
8011855.0,0.0
8011856.0,1.0
8011857.0,0.0
8011858.0,0.0
8011861.0,0.0
8011862.0,0.0
8011863.0,0.0
8011864.0,0.0
8011865.0,0.0
8011868.0,0.0
8011870.0,0.0
8011871.0,1.0
8011872.0,0.0
8011874.0,0.0
8011876.0,0.0
8011877.0,1.0
8011878.0,0.0
8011879.0,0.0
8011881.0,0.0
8011882.0,0.0
8011884.0,1.0
8011888.0,0.0
8011889.0,0.0
8011890.0,0.0
8011892.0,0.0
8011893.0,0.0
8011895.0,0.0
8011896.0,0.0
8011897.0,0.0
8011900.0,0.0
8011901.0,0.0
8011902.0,0.0
8011904.0,1.0
8011905.0,1.0
8011906.0,1.0
8011907.0,0.0
8011909.0,0.0
8011910.0,0.0
8011912.0,0.0
8011913.0,0.0
8011915.0,0.0
8011916.0,0.0
8011917.0,0.0
8011919.0,0.0
8011920.0,0.0
8011921.0,0.0
8011922.0,1.0
8011924.0,0.0
8011926.0,1.0
8011927.0,0.0
8011928.0,0.0
8011929.0,0.0
8011930.0,0.0
8011931.0,0.0
8011933.0,0.0
8011938.0,1.0
8011939.0,1.0
8011940.0,0.0
8011941.0,1.0
8011942.0,0.0
8011945.0,1.0
8011946.0,0.0
8011948.0,1.0
8011949.0,0.0
8011950.0,1.0
8011951.0,0.0
8011953.0,0.0
8011957.0,1.0
8011958.0,0.0
8011959.0,0.0
8011960.0,0.0
8011961.0,0.0
8011963.0,0.0
8011964.0,0.0
8011965.0,0.0
8011966.0,0.0
8011968.0,1.0
8011969.0,1.0
8011970.0,0.0
8011971.0,0.0
8011972.0,0.0
8011973.0,0.0
8011975.0,0.0
8011981.0,0.0
8011983.0,1.0
8011984.0,0.0
8011985.0,1.0
8011986.0,0.0
8011987.0,0.0
8011988.0,0.0
8011989.0,0.0
8011990.0,0.0
8011992.0,0.0
8011994.0,0.0
8011995.0,1.0
8011996.0,0.0
8011997.0,0.0
8012000.0,0.0
8012001.0,0.0
8012002.0,0.0
8012003.0,0.0
8012004.0,0.0
8012005.0,1.0
8012007.0,1.0
8012008.0,0.0
8012009.0,0.0
8012010.0,0.0
8012011.0,1.0
8012012.0,0.0
8012013.0,1.0
8012015.0,0.0
8012020.0,0.0
8012023.0,0.0
8012024.0,0.0
8012025.0,0.0
8012029.0,0.0
8012031.0,1.0
8012037.0,0.0
8012038.0,1.0
8012039.0,0.0
8012041.0,1.0
8012042.0,1.0
8012043.0,1.0
8012044.0,0.0
8012045.0,0.0
8012047.0,0.0
8012048.0,0.0
8012050.0,0.0
8012053.0,0.0
8012054.0,0.0
8012055.0,0.0
8012056.0,0.0
8012058.0,1.0
8012059.0,0.0
8012061.0,1.0
8012065.0,0.0
8012067.0,1.0
8012068.0,1.0
8012070.0,1.0
8012071.0,1.0
8012072.0,1.0
8012073.0,0.0
8012074.0,0.0
8012075.0,1.0
8012076.0,0.0
8012077.0,1.0
8012078.0,0.0
8012080.0,0.0
8012082.0,1.0
8012084.0,0.0
8012086.0,1.0
8012087.0,1.0
8012088.0,0.0
8012089.0,0.0
8012090.0,0.0
8012093.0,0.0
8012094.0,0.0
8012096.0,0.0
8012097.0,0.0
8012100.0,1.0
8012101.0,0.0
8012102.0,0.0
8012103.0,1.0
8012104.0,1.0
8012105.0,1.0
8012107.0,0.0
8012108.0,0.0
8012109.0,1.0
8012110.0,0.0
8012111.0,0.0
8012112.0,1.0
8012113.0,0.0
8012114.0,0.0
8012115.0,0.0
8012116.0,0.0
8012119.0,1.0
8012120.0,0.0
8012122.0,0.0
8012124.0,0.0
8012125.0,0.0
8012126.0,0.0
8012127.0,0.0
8012128.0,0.0
8012130.0,0.0
8012131.0,0.0
8012134.0,0.0
8012135.0,0.0
8012136.0,0.0
8012139.0,0.0
