ID,分类结果
8010811,0
8010812,1
8010813,0
8010814,0
8010816,1
8010817,0
8010818,0
8010819,0
8010820,0
8010821,0
8010823,1
8010824,0
8010826,1
8010827,1
8010828,1
8010829,0
8010830,1
8010832,1
8010836,0
8010837,0
8010838,0
8010839,1
8010840,0
8010846,0
8010848,0
8010851,0
8010852,1
8010853,0
8010854,0
8010855,1
8010856,0
8010858,0
8010859,1
8010862,1
8010864,0
8010865,1
8010866,0
8010869,0
8010871,0
8010872,0
8010873,0
8010874,1
8010876,0
8010877,0
8010878,1
8010879,0
8010880,0
8010881,0
8010886,1
8010889,0
8010890,0
8010892,1
8010893,0
8010895,0
8010896,0
8010897,0
8010899,1
8010901,0
8010902,0
8010905,0
8010906,0
8010907,0
8010908,0
8010909,1
8010910,1
8010911,1
8010912,0
8010913,0
8010914,0
8010915,1
8010916,0
8010917,0
8010918,0
8010919,0
8010920,0
8010921,0
8010923,1
8010924,0
8010925,0
8010926,0
8010927,0
8010928,1
8010931,0
8010932,1
8010934,0
8010935,0
8010936,0
8010937,0
8010938,0
8010939,0
8010940,0
8010941,0
8010943,0
8010945,1
8010947,0
8010948,0
8010950,0
8010952,0
8010953,0
8010954,0
8010956,0
8010958,1
8010959,1
8010960,0
8010963,0
8010964,1
8010965,0
8010967,0
8010968,0
8010969,0
8010970,0
8010971,1
8010972,0
8010973,1
8010974,0
8010975,0
8010976,0
8010978,0
8010980,0
8010981,1
8010982,0
8010983,1
8010984,0
8010985,1
8010986,1
8010989,0
8010991,0
8010994,0
8010995,1
8010996,0
8010997,1
8010999,0
8011000,0
8011001,0
8011004,0
8011005,0
8011008,1
8011010,0
8011011,0
8011012,1
8011013,1
8011014,0
8011015,0
8011016,0
8011017,0
8011022,0
8011024,0
8011025,0
8011027,1
8011028,0
8011029,0
8011030,0
8011031,1
8011034,0
8011036,1
8011037,0
8011038,1
8011039,0
8011042,0
8011045,0
8011047,1
8011048,1
8011052,1
8011053,0
8011054,0
8011055,0
8011056,0
8011057,0
8011059,1
8011060,0
8011061,0
8011062,1
8011063,1
8011065,0
8011066,0
8011067,1
8011069,0
8011070,0
8011071,1
8011072,0
8011073,1
8011077,0
8011079,0
8011080,0
8011082,1
8011083,0
8011084,0
8011085,0
8011086,0
8011088,0
8011089,0
8011090,0
8011092,0
8011094,0
8011095,1
8011096,0
8011098,0
8011099,0
8011105,1
8011106,0
8011107,0
8011108,1
8011112,1
8011113,0
8011118,0
8011119,1
8011120,0
8011121,0
8011123,1
8011125,0
8011126,1
8011127,1
8011128,0
8011129,1
8011130,0
8011133,0
8011134,0
8011135,0
8011137,1
8011138,0
8011139,0
8011141,0
8011142,1
8011143,0
8011145,0
8011147,0
8011148,0
8011149,1
8011150,0
8011151,0
8011153,0
8011154,0
8011156,0
8011157,1
8011161,0
8011162,0
8011163,0
8011164,1
8011167,0
8011168,1
8011169,0
8011170,0
8011172,1
8011174,0
8011178,1
8011180,1
8011181,0
8011182,0
8011188,0
8011191,0
8011194,0
8011197,0
8011199,0
8011200,0
8011201,0
8011202,1
8011204,1
8011206,1
8011207,0
8011208,0
8011213,0
8011215,0
8011217,0
8011218,1
8011219,0
8011220,0
8011221,0
8011222,0
8011223,0
8011227,0
8011228,0
8011229,0
8011231,0
8011232,1
8011233,0
8011234,0
8011235,0
8011236,1
8011237,0
8011238,1
8011239,0
8011241,1
8011244,0
8011246,0
8011251,1
8011252,1
8011254,1
8011255,1
8011256,1
8011258,0
8011261,1
8011262,0
8011263,0
8011264,0
8011265,0
8011266,0
8011267,1
8011268,1
8011270,1
8011272,0
8011274,1
8011275,0
8011279,0
8011280,0
8011281,0
8011283,0
8011284,0
8011285,0
8011286,0
8011292,0
8011293,0
8011295,1
8011296,0
8011298,0
8011299,0
8011300,0
8011301,1
8011303,0
8011304,1
8011305,0
8011306,0
8011307,0
8011310,0
8011311,0
8011312,0
8011313,0
8011314,0
8011317,0
8011318,0
8011319,0
8011320,0
8011321,0
8011322,0
8011324,1
8011325,1
8011329,1
8011330,0
8011331,0
8011333,0
8011334,0
8011336,0
8011337,0
8011339,0
8011340,0
8011342,0
8011343,0
8011345,0
8011346,1
8011348,0
8011349,1
8011351,0
8011356,0
8011357,0
8011358,0
8011361,1
8011362,1
8011363,0
8011364,0
8011365,1
8011366,0
8011369,1
8011370,1
8011373,0
8011377,0
8011378,0
8011379,0
8011382,0
8011384,0
8011385,0
8011390,0
8011392,0
8011394,1
8011397,1
8011398,0
8011401,0
8011402,1
8011403,0
8011405,0
8011407,0
8011409,0
8011410,1
8011411,0
8011413,1
8011414,0
8011415,1
8011416,0
8011417,0
8011418,0
8011419,1
8011421,0
8011423,0
8011424,0
8011425,0
8011426,0
8011428,1
8011429,1
8011430,0
8011431,1
8011433,0
8011435,1
8011436,0
8011437,0
8011438,0
8011439,0
8011440,0
8011441,0
8011443,0
8011444,1
8011445,1
8011446,0
8011447,0
8011448,0
8011449,0
8011450,0
8011451,1
8011452,0
8011453,0
8011456,0
8011457,0
8011458,1
8011459,1
8011461,1
8011464,1
8011466,0
8011467,0
8011468,0
8011470,0
8011472,0
8011473,0
8011475,0
8011477,0
8011481,0
8011482,0
8011484,1
8011485,0
8011486,0
8011488,1
8011489,0
8011490,0
8011491,0
8011492,0
8011493,0
8011495,0
8011496,0
8011497,0
8011498,0
8011500,0
8011501,0
8011502,0
8011503,1
8011505,0
8011506,1
8011507,0
8011508,1
8011510,0
8011512,0
8011513,0
8011514,0
8011515,1
8011517,1
8011518,0
8011519,0
8011522,1
8011525,1
8011526,0
8011528,0
8011529,0
8011531,0
8011533,0
8011535,0
8011538,0
8011539,0
8011541,0
8011542,0
8011543,0
8011545,0
8011546,0
8011550,0
8011551,0
8011554,0
8011555,0
8011557,0
8011558,0
8011559,1
8011560,0
8011562,1
8011563,0
8011565,1
8011567,0
8011568,1
8011569,0
8011571,1
8011572,0
8011574,0
8011577,0
8011578,0
8011579,1
8011580,1
8011581,0
8011582,0
8011583,0
8011585,0
8011586,1
8011587,1
8011588,1
8011589,0
8011591,0
8011592,0
8011593,0
8011594,0
8011595,0
8011597,0
8011598,0
8011601,0
8011602,0
8011603,0
8011604,0
8011606,0
8011609,1
8011611,0
8011612,0
8011615,1
8011616,0
8011617,1
8011618,0
8011619,0
8011620,0
8011621,1
8011622,0
8011623,0
8011624,1
8011627,0
8011629,0
8011630,0
8011631,0
8011632,0
8011633,0
8011635,0
8011636,0
8011637,0
8011638,0
8011639,0
8011641,0
8011642,0
8011645,1
8011646,0
8011647,1
8011648,0
8011650,0
8011652,0
8011653,0
8011654,0
8011656,1
8011658,1
8011661,0
8011663,0
8011665,0
8011666,0
8011668,0
8011669,0
8011670,1
8011672,1
8011673,0
8011674,1
8011675,0
8011676,0
8011678,0
8011679,0
8011680,0
8011681,0
8011682,0
8011683,0
8011684,0
8011685,0
8011686,0
8011687,1
8011688,1
8011690,0
8011691,0
8011692,0
8011693,1
8011694,0
8011696,0
8011697,1
8011698,0
8011699,0
8011700,0
8011701,0
8011702,0
8011703,1
8011704,0
8011705,0
8011706,0
8011708,0
8011710,1
8011711,0
8011712,1
8011715,0
8011716,0
8011719,0
8011721,0
8011722,0
8011725,0
8011728,0
8011729,0
8011730,1
8011731,1
8011732,1
8011733,0
8011734,0
8011735,0
8011737,0
8011738,1
8011739,0
8011740,0
8011741,1
8011743,1
8011744,0
8011745,1
8011746,1
8011749,0
8011751,1
8011752,0
8011753,1
8011757,0
8011758,1
8011760,0
8011761,0
8011762,0
8011764,0
8011765,0
8011766,0
8011767,0
8011768,0
8011770,0
8011772,0
8011774,1
8011776,1
8011777,0
8011778,1
8011779,0
8011780,0
8011781,1
8011784,1
8011785,0
8011786,0
8011787,0
8011788,0
8011789,0
8011790,0
8011791,0
8011794,0
8011795,0
8011796,1
8011798,0
8011799,0
8011800,0
8011807,0
8011809,1
8011812,0
8011813,1
8011816,0
8011817,1
8011819,0
8011820,0
8011821,1
8011822,0
8011824,0
8011825,0
8011826,0
8011827,1
8011829,0
8011831,1
8011832,0
8011837,1
8011842,0
8011843,0
8011844,1
8011845,1
8011846,0
8011847,0
8011848,1
8011849,0
8011850,1
8011851,0
8011852,0
8011854,0
8011855,0
8011856,1
8011857,0
8011858,0
8011861,0
8011862,0
8011863,0
8011864,0
8011865,0
8011868,0
8011870,0
8011871,1
8011872,0
8011874,0
8011876,0
8011877,1
8011878,0
8011879,0
8011881,0
8011882,0
8011884,1
8011888,0
8011889,0
8011890,0
8011892,0
8011893,0
8011895,0
8011896,0
8011897,0
8011900,0
8011901,0
8011902,0
8011904,1
8011905,1
8011906,1
8011907,0
8011909,0
8011910,0
8011912,0
8011913,0
8011915,0
8011916,0
8011917,0
8011919,0
8011920,0
8011921,0
8011922,1
8011924,0
8011926,1
8011927,0
8011928,0
8011929,0
8011930,0
8011931,0
8011933,0
8011938,1
8011939,1
8011940,0
8011941,1
8011942,0
8011945,1
8011946,0
8011948,1
8011949,0
8011950,1
8011951,0
8011953,0
8011957,1
8011958,0
8011959,0
8011960,0
8011961,0
8011963,0
8011964,0
8011965,0
8011966,0
8011968,1
8011969,1
8011970,0
8011971,0
8011972,0
8011973,0
8011975,0
8011981,0
8011983,1
8011984,0
8011985,1
8011986,0
8011987,0
8011988,0
8011989,0
8011990,0
8011992,0
8011994,0
8011995,1
8011996,0
8011997,0
8012000,0
8012001,0
8012002,0
8012003,0
8012004,0
8012005,1
8012007,1
8012008,0
8012009,0
8012010,0
8012011,1
8012012,0
8012013,1
8012015,0
8012020,0
8012023,0
8012024,0
8012025,0
8012029,0
8012031,1
8012037,0
8012038,1
8012039,0
8012041,1
8012042,1
8012043,1
8012044,0
8012045,0
8012047,0
8012048,0
8012050,0
8012053,0
8012054,0
8012055,0
8012056,0
8012058,1
8012059,0
8012061,1
8012065,0
8012067,1
8012068,1
8012070,1
8012071,1
8012072,1
8012073,0
8012074,0
8012075,1
8012076,0
8012077,1
8012078,0
8012080,0
8012082,1
8012084,0
8012086,1
8012087,1
8012088,0
8012089,0
8012090,0
8012093,0
8012094,0
8012096,0
8012097,0
8012100,1
8012101,0
8012102,0
8012103,1
8012104,1
8012105,1
8012107,0
8012108,0
8012109,1
8012110,0
8012111,0
8012112,1
8012113,0
8012114,0
8012115,0
8012116,0
8012119,1
8012120,0
8012122,0
8012124,0
8012125,0
8012126,0
8012127,0
8012128,0
8012130,0
8012131,0
8012134,0
8012135,0
8012136,0
8012139,0
8012140,1
8012141,1
8012142,0
8012143,0
8012144,0
8012145,1
8012146,0
8012148,0
8012149,1
8012150,0
8012151,0
8012152,0
8012153,1
8012154,0
8012155,0
8012156,1
8012158,1
8012161,0
8012162,0
8012168,0
8012171,1
8012173,0
8012174,0
8012175,0
8012176,0
8012177,0
8012178,0
8012179,0
8012180,1
8012181,1
8012182,0
8012183,1
8012184,1
8012185,0
8012186,0
8012187,1
8012188,1
8012189,0
8012191,0
8012192,0
8012193,0
8012195,0
8012196,0
8012197,0
8012198,0
8012199,0
8012200,0
8012201,1
8012203,0
8012204,0
8012205,0
8012206,0
8012210,1
8012217,1
8012218,1
8012222,1
8012223,0
8012224,1
8012226,0
8012228,1
8012229,1
8012230,1
8012231,0
8012233,0
8012235,1
8012236,1
8012237,1
8012240,0
8012242,0
8012244,0
8012246,0
8012247,0
8012248,1
8012249,1
8012250,0
8012251,0
8012252,0
8012253,0
8012254,0
8012255,0
8012257,0
8012258,1
8012259,0
8012260,0
8012261,0
8012262,0
8012264,1
8012265,0
8012267,0
8012268,0
8012269,0
8012270,1
8012271,1
8012272,1
8012274,0
8012275,0
8012276,0
8012277,0
8012278,1
8012286,0
8012287,0
8012288,0
8012289,1
8012290,0
8012291,1
8012292,0
8012294,0
8012295,1
8012297,0
8012300,0
8012301,0
8012302,1
8012303,0
8012304,0
8012305,0
8012306,0
8012307,0
8012308,0
8012310,1
8012311,1
8012312,0
8012314,0
8012316,0
8012319,0
8012321,1
8012325,1
8012326,1
8012328,1
8012329,1
8012331,1
8012332,1
8012334,0
8012336,0
8012342,0
8012343,0
8012344,1
8012345,0
8012346,1
8012347,0
8012348,0
8012350,0
8012351,0
8012353,0
8012354,0
8012355,0
8012356,0
8012357,1
8012358,0
8012359,1
8012360,0
8012361,1
8012362,0
8012363,0
8012365,1
8012366,0
8012368,0
8012369,1
8012370,1
8012371,0
8012372,0
8012374,0
8012375,0
8012376,0
8012377,0
8012378,0
8012379,1
8012383,0
8012385,0
8012388,0
8012389,1
8012390,1
8012391,0
8012395,1
8012396,1
8012397,0
8012398,0
8012400,1
8012402,0
8012403,1
8012404,0
8012406,0
8012407,0
8012408,1
8012411,0
8012416,0
8012417,0
8012418,1
8012419,0
8012420,0
8012423,1
8012424,0
8012427,0
8012430,0
8012431,1
8012432,0
8012435,0
8012436,0
8012437,0
8012439,1
8012440,0
8012441,1
8012444,1
8012445,0
8012446,0
8012447,0
8012449,0
8012450,0
8012455,0
8012456,1
8012457,0
8012458,0
8012459,0
8012460,0
8012462,0
8012465,0
8012466,0
8012468,0
8012470,0
8012472,0
8012473,0
8012475,1
8012476,0
8012477,0
8012480,0
8012481,0
8012482,0
8012483,0
8012484,0
8012485,0
8012486,1
8012488,0
8012490,0
8012491,0
8012493,0
8012494,0
8012495,0
8012496,0
8012497,0
8012499,0
8012500,0
8012501,1
8012502,0
8012505,0
8012507,1
8012508,0
8012509,0
8012511,0
8012512,1
8012513,0
8012514,0
8012518,0
8012519,0
8012520,1
8012522,0
8012524,1
8012525,0
8012526,0
8012527,1
8012529,0
8012530,1
8012531,1
8012535,0
8012536,0
8012539,1
8012540,0
8012542,0
8012544,1
8012545,0
8012546,0
8012547,0
8012548,0
8012550,0
8012551,0
8012554,0
8012556,1
8012557,0
8012558,0
8012560,0
8012561,0
8012562,1
8012563,0
8012564,0
8012566,0
8012570,0
8012571,0
8012572,0
8012573,0
8012574,0
8012577,0
8012578,0
8012579,1
8012580,1
8012581,1
8012582,0
8012584,0
8012586,1
8012587,0
8012588,0
8012590,1
8012591,0
8012592,0
8012593,1
8012594,0
8012595,0
8012596,1
8012597,0
8012598,0
8012599,1
8012600,0
8012602,0
8012603,1
8012604,0
8012605,0
8012606,1
8012607,0
8012608,0
8012609,1
8012610,1
8012612,0
8012614,0
8012615,0
8012621,1
8012625,1
8012626,0
8012628,0
8012630,0
8012631,0
8012633,0
8012634,0
8012635,0
8012636,0
8012638,0
8012639,0
8012641,1
8012642,0
8012643,0
8012644,0
8012645,0
8012646,0
8012647,1
8012648,0
8012649,0
8012652,1
8012653,1
8012654,0
8012655,0
8012657,0
8012658,0
8012659,0
8012660,0
8012661,0
8012662,0
8012663,1
8012664,1
8012667,1
8012668,1
8012669,0
8012671,0
8012672,0
8012673,0
8012674,1
8012676,0
8012677,0
8012678,1
8012679,1
8012680,0
8012682,0
8012683,1
8012685,0
8012687,0
8012688,1
8012689,0
8012690,0
8012692,1
8012693,1
8012695,0
8012696,0
8012697,0
8012698,0
8012700,1
8012702,0
8012704,1
8012706,0
8012708,0
8012710,1
8012712,0
8012713,0
8012714,1
8012715,0
8012716,0
8012717,0
8012718,1
8012720,0
8012721,0
8012722,0
8012724,0
8012725,1
8012727,1
8012728,0
8012729,0
8012730,0
8012731,0
8012732,1
8012733,0
8012735,0
8012736,0
8012737,0
8012740,0
8012741,0
8012742,0
8012743,0
8012744,0
8012745,0
8012746,1
8012747,1
8012748,0
8012749,0
8012750,0
8012754,0
8012758,0
8012760,0
8012762,0
8012763,0
8012764,1
8012765,1
8012766,0
8012768,0
8012769,0
8012770,0
8012772,0
8012773,0
8012774,0
8012775,1
8012779,0
8012780,0
8012781,1
8012783,0
8012785,0
8012786,0
8012788,0
8012789,0
8012791,1
8012792,0
8012793,0
8012794,1
8012795,1
8012796,1
8012799,1
8012800,0
8012801,0
8012803,0
8012804,1
8012806,1
8012807,0
8012810,0
8012811,0
8012812,0
8012815,0
8012819,0
8012820,0
8012821,1
8012823,0
8012824,0
8012825,0
8012826,0
8012827,1
8012828,0
8012829,1
8012831,0
8012832,0
8012833,0
8012836,1
8012837,0
8012839,1
8012840,0
8012841,1
8012843,0
8012844,0
8012846,0
8012848,1
8012849,0
8012850,0
8012851,0
8012852,0
8012853,0
8012854,1
8012855,0
8012857,1
8012858,1
8012859,0
8012860,1
8012861,0
8012862,0
8012863,0
8012864,0
8012865,1
8012866,0
8012867,0
8012868,1
8012869,0
8012874,0
8012875,0
8012876,0
8012877,0
8012878,0
8012879,0
8012880,1
8012881,0
8012884,0
8012886,1
8012888,1
8012890,1
8012891,1
8012893,0
8012894,1
8012896,0
8012899,1
8012902,1
8012903,0
8012904,1
8012906,0
8012907,0
8012908,1
8012909,1
8012910,1
8012911,0
8012915,0
8012919,1
8012920,0
8012921,0
8012923,1
8012929,0
8012930,0
8012931,0
8012934,0
8012935,1
8012936,0
8012937,1
8012939,0
8012941,1
8012942,0
8012943,1
8012944,0
8012946,0
8012947,1
8012948,0
8012951,0
8012953,0
8012954,0
8012956,0
8012957,1
8012958,0
8012959,0
8012961,0
8012962,0
8012963,0
8012964,0
8012965,0
8012966,0
8012967,1
8012968,0
8012969,1
8012970,1
8012972,0
8012973,0
8012974,0
8012976,1
8012977,1
8012978,0
8012979,0
8012980,0
8012981,0
8012982,0
8012984,0
8012986,0
8012987,0
8012989,0
8012990,0
8012991,1
8012992,0
8012997,0
8012998,0
8013001,0
8013002,0
8013004,1
8013005,0
8013007,0
8013009,0
8013010,0
8013015,0
8013016,0
8013018,0
8013019,1
8013020,1
8013022,1
8013028,0
8013029,0
8013031,1
8013032,0
8013033,0
8013034,0
8013035,0
8013036,0
8013037,1
8013040,0
8013041,0
8013043,1
8013045,0
8013046,0
8013047,0
8013048,0
8013051,1
8013052,0
8013053,0
8013054,1
8013055,0
8013056,1
8013061,1
8013062,0
8013064,1
8013065,0
8013067,0
8013069,1
8013070,1
8013072,0
8013075,0
8013076,0
8013077,1
8013078,0
8013080,1
8013082,0
8013083,0
8013088,0
8013089,1
8013090,1
8013092,0
8013094,0
8013095,0
8013096,0
8013097,1
8013101,0
8013102,1
8013104,0
8013107,1
8013110,0
8013111,1
8013112,0
8013113,1
8013115,1
8013119,0
8013120,0
8013122,0
8013123,0
8013124,0
8013125,1
8013127,0
8013128,0
8013129,1
8013132,0
8013133,1
8013134,1
8013137,1
8013138,0
8013142,0
8013143,0
8013145,0
8013147,0
8013148,0
8013150,0
8013151,0
8013153,0
8013154,0
8013155,0
8013156,0
8013157,1
8013159,0
8013160,1
8013161,0
8013163,0
8013164,0
8013165,0
8013166,0
8013167,0
8013168,0
8013169,0
8013171,0
8013173,0
8013174,1
8013175,0
8013176,0
8013177,1
8013179,0
8013180,0
8013182,0
8013184,1
8013186,0
8013187,0
8013188,0
8013190,0
8013191,1
8013192,1
8013193,0
8013195,1
8013196,0
8013197,0
8013199,0
8013200,1
8013204,0
8013205,0
8013207,0
8013209,0
8013211,1
8013212,1
8013214,1
8013215,1
8013217,0
8013218,0
8013219,0
8013220,0
8013222,1
8013224,0
8013225,1
8013227,1
8013228,1
8013231,0
8013233,0
8013234,0
8013235,0
8013236,0
8013238,0
8013240,0
8013241,0
8013242,0
8013243,1
8013247,0
8013248,0
8013249,0
8013250,0
8013251,1
8013253,0
8013254,1
8013255,0
8013256,1
8013257,1
8013259,0
8013261,0
8013263,0
8013265,1
8013270,0
8013275,0
8013276,0
8013277,1
8013278,0
8013279,0
8013280,0
8013281,0
8013284,0
8013286,0
8013288,0
8013289,0
8013292,0
8013293,0
8013294,1
8013296,0
8013297,1
8013298,0
8013299,1
8013302,0
8013303,1
8013304,0
8013305,0
8013308,0
8013309,1
8013310,0
8013311,0
8013312,0
8013314,0
8013315,0
8013316,1
8013317,0
8013318,0
8013321,0
8013323,1
8013325,0
8013326,1
8013327,0
8013329,0
8013330,0
8013331,0
8013332,0
8013333,0
8013334,0
8013336,0
8013337,0
8013338,0
8013339,1
8013340,0
8013341,0
8013345,0
8013347,1
8013348,0
8013350,1
8013351,1
8013352,0
8013353,0
8013354,1
8013356,0
8013360,1
8013362,0
8013363,1
8013364,1
8013366,0
8013367,0
8013370,0
8013371,0
8013372,0
8013373,0
8013374,0
8013375,0
8013378,0
8013379,1
8013381,1
8013383,0
8013384,1
8013385,0
8013387,1
8013390,0
8013392,1
8013393,0
8013394,1
8013395,0
8013396,0
8013397,1
8013399,0
8013400,0
8013401,0
8013402,0
8013403,0
8013404,1
8013405,1
8013406,0
8013407,0
8013408,1
8013410,0
8013411,0
8013413,1
8013415,0
8013417,0
8013418,0
8013419,1
8013420,0
8013422,0
8013423,0
8013424,0
8013426,0
8013427,1
8013429,0
8013431,0
8013432,0
8013433,1
8013434,1
8013435,0
8013436,1
8013437,0
8013439,0
8013440,0
8013442,0
8013444,1
8013446,1
8013448,0
8013450,1
8013451,0
8013452,0
8013453,0
8013454,0
8013456,0
8013457,0
8013458,0
8013459,1
8013461,0
8013462,0
8013463,0
8013464,0
8013465,0
8013466,0
8013468,0
8013471,1
8013472,1
8013473,0
8013477,0
8013478,0
8013479,0
8013480,0
8013482,0
8013483,0
8013484,0
8013485,0
8013486,0
8013487,1
8013488,0
8013489,0
8013490,0
8013491,0
8013493,0
8013494,0
8013495,0
8013497,0
8013500,0
8013501,0
8013503,0
8013506,1
8013507,0
8013508,0
8013509,0
8013512,0
8013515,0
8013517,1
8013518,0
8013519,0
8013520,0
8013521,1
8013522,0
8013523,0
8013524,1
8013526,0
8013528,0
8013529,0
8013530,0
8013532,0
8013534,0
8013536,1
8013537,0
